id,community_id,asin,title,group,avg_rating,label,rating,degree,degree_centrality
8569,15,1557501548, What a Way to Spend a War: Navy Nurse Pows in the Philippines, Book,5, What a Way to Spend a War: Navy Nurse Pows in the Philippines,5,6,0.00060006
8570,15,155054813, Casebook: A Collection of Poems by Langston Hughes, Book,0, Casebook: A Collection of Poems by Langston Hughes,0,5,0.00050005
8573,25,553484028, Horse Crazy (Saddle Club (Paperback)), Book,4.5, Horse Crazy (Saddle Club (Paperback)),4.5,3,0.00030003
8574,25,1559717432, Whitetail Deer (Our Wild World Series), Book,0, Whitetail Deer (Our Wild World Series),0,8,0.00080008
8586,23,1564588637, Home Herbal, Book,5, Home Herbal,5,7,0.00070007
8587,23, B00002SSQ7, Dub of Asia, Music,5, Dub of Asia,5,5,0.00050005
8602,12, B00004TH6E, The Toughest Girl Alive, Music,4, The Toughest Girl Alive,4,2,0.00020002
8613,12, B0000027EW, Mr. Gone, Music,3.5, Mr. Gone,3.5,1,0.00010001
8624,23, B00008CGW5, Love and Affection: Classics 1975-1983, Music,4.5, Love and Affection: Classics 1975-1983,4.5,11,0.00110011
8625,12,1886627037," Uffda, But Those Clip-Ons Hurt, Then!", Book,4," Uffda, But Those Clip-Ons Hurt, Then!",4,4,0.00040004
8626,12,761305998, I Didn'T Know: Spiders H Fangs (I Didn't Know That), Book,0, I Didn'T Know: Spiders H Fangs (I Didn't Know That),0,4,0.00040004
8627,12, B00006JIBF, Words, Music,4.5, Words,4.5,4,0.00040004
8631,11, B00006JIBA, Soulful Behaviour, Music,5, Soulful Behaviour,5,3,0.00030003
8632,11,880488441, Psychiatric Neuroimaging Research: Contemporary Strategies, Book,0, Psychiatric Neuroimaging Research: Contemporary Strategies,0,3,0.00030003
8638,10, B00008BXK1, Gentle Soul [Expanded], Music,5, Gentle Soul [Expanded],5,8,0.00080008
8639,10, B000002XDJ, Waterman, Music,0, Waterman,0,6,0.00060006
8641,10, 630364628X, Everest:Climb for Hope, Video,4, Everest:Climb for Hope,4,7,0.00070007
8645,5,6305954240, Thick As Thieves, DVD,3.5, Thick As Thieves,3.5,9,0.00090009
8651,20,764913395," Walls of Heritage, Walls of Pride: African American Murals", Book,5," Walls of Heritage, Walls of Pride: African American Murals",5,9,0.00090009
8652,20,6305191883, Henry: Portrait of a Serial Killer, DVD,4, Henry: Portrait of a Serial Killer,4,6,0.00060006
8657,43, B00004Y2LN,681, Music,5,681,5,7,0.00070007
8658,43, 007068054X, Are You Communicating?, Book,0, Are You Communicating?,0,9,0.00090009
8659,43,802806740, The Fabric of Theology: A Prolegomenon to Evangelical Theology, Book,5, The Fabric of Theology: A Prolegomenon to Evangelical Theology,5,5,0.00050005
8660,43,1579620809, Townie, Book,5, Townie,5,3,0.00030003
8665,5,764516752, Photoshop Elements 2 for Dummies, Book,4, Photoshop Elements 2 for Dummies,4,5,0.00050005
8667,11, B00000I7RP, Gedida, Music,4.5, Gedida,4.5,4,0.00040004
8668,2, 087207191X, So What's a Tutor to Do?, Book,0, So What's a Tutor to Do?,0,4,0.00040004
8679,18,789903849, Belleza en Lugar de Ceniza : Beauty for Ashes, Book,0, Belleza en Lugar de Ceniza : Beauty for Ashes,0,1,0.00010001
8680,18,66237505, Minnie and Moo and the Potato from Planet X (I Can Read Book 3), Book,5, Minnie and Moo and the Potato from Planet X (I Can Read Book 3),5,5,0.00050005
8698,35,873647181, Dim-Mak : Death Point Striking, Book,4.5, Dim-Mak : Death Point Striking,4.5,5,0.00050005
8699,35, B00001SIEV, Extreme Gaming, Music,4, Extreme Gaming,4,4,0.00040004
8703,44, B00001SIEW, Lost and Gone Forever, Music,5, Lost and Gone Forever,5,5,0.00050005
8704,44,1552044602," Deathlands: Crossways (Action/Adventure Series, 30)", Book,4," Deathlands: Crossways (Action/Adventure Series, 30)",4,4,0.00040004
8709,15,884195988, The Heavens Opened, Book,4, The Heavens Opened,4,2,0.00020002
8715,3,590579649, Max The Mighty, Book,4.5, Max The Mighty,4.5,2,0.00020002
8738,33,1580970303, Battle for Korea: A History of the Korean Conflict, Book,0, Battle for Korea: A History of the Korean Conflict,0,6,0.00060006
8740,7,6300198863, Why We Fight - The Nazi Strike, Video,3, Why We Fight - The Nazi Strike,3,5,0.00050005
8773,35, B000071WXL, Volunteers, Music,4.5, Volunteers,4.5,6,0.00060006
8785,12,195102045, Organizational Learning Capability, Book,4, Organizational Learning Capability,4,2,0.00020002
8790,12,1558761357, Shi'a Islam: From Religion to Revolution (Princeton Series on the Middle East), Book,0, Shi'a Islam: From Religion to Revolution (Princeton Series on the Middle East),0,5,0.00050005
8820,39,1860110797," Mykonos, Santorini, Cyclades", Book,3," Mykonos, Santorini, Cyclades",3,8,0.00080008
8821,39, B0000061RF, Elemental, Music,4, Elemental,4,9,0.00090009
8822,39, B0000061RD, Rock and Roll Doctor: A Tribute to Lowell George, Music,4.5, Rock and Roll Doctor: A Tribute to Lowell George,4.5,9,0.00090009
8828,41, B0000061RH, Across from Midnight, Music,4.5, Across from Midnight,4.5,13,0.00130013
8829,27, B000071WX4, AmericanEP, Music,4.5, AmericanEP,4.5,13,0.00130013
8844,3,1565540387, Strange True Stories of Louisiana, Book,5, Strange True Stories of Louisiana,5,6,0.00060006
8845,30,789561875," Discovering Computers 2002 Concepts for a Digital World, Web Enhanced, Brief", Book,3," Discovering Computers 2002 Concepts for a Digital World, Web Enhanced, Brief",3,16,0.00160016
8853,25,872204367, Classics of Western Philosophy, Book,5, Classics of Western Philosophy,5,3,0.00030003
8865,22, B00005N6LF, In the Beginning, Music,0, In the Beginning,0,4,0.00040004
8868,11, B00005RHSE, At The Water's Edge, Music,5, At The Water's Edge,5,2,0.00020002
8872,36, B00004Z44W, Southern Gospel Greats of the 90's, Music,0, Southern Gospel Greats of the 90's,0,7,0.00070007
8874,31, 087598133X, Pierre Matisse and His Artists, Book,0, Pierre Matisse and His Artists,0,3,0.00030003
8882,46, B000065U3F, Yoga for the Kid in All of Us, DVD,4.5, Yoga for the Kid in All of Us,4.5,8,0.00080008
8884,4,813920116," Williamsburg, Virginia, A City before the State : An Illustrated History", Book,0," Williamsburg, Virginia, A City before the State : An Illustrated History",0,5,0.00050005
8891,10,875730361, Realize What You Are: The Dynamics of Jain Meditation, Book,5, Realize What You Are: The Dynamics of Jain Meditation,5,9,0.00090009
8899,22, 067978330X, Anna Karenina (Modern Library Classics), Book,4.5, Anna Karenina (Modern Library Classics),4.5,2,0.00020002
8904,15,1893116131," Miss Prudence Pennypack's A Month of Manners: 30 ways to have fun, 30 days to become Perfectly Proper", Book,0," Miss Prudence Pennypack's A Month of Manners: 30 ways to have fun, 30 days to become Perfectly Proper",0,4,0.00040004
8908,11,684864746, The Good Life: Your Dog's First Year, Book,0, The Good Life: Your Dog's First Year,0,34,0.00340034
8911,52,1558671099, Creative Mexican Cooking (Nitty Gritty Cookbooks), Book,0, Creative Mexican Cooking (Nitty Gritty Cookbooks),0,2,0.00020002
8967,15,1563242656, Asia in Western and World History: A Guide for Teaching (Columbia Project on Asia in the Core Curriculum), Book,5, Asia in Western and World History: A Guide for Teaching (Columbia Project on Asia in the Core Curriculum),5,6,0.00060006
8982,51,1903240328, Burglary (Crime and Society Series), Book,0, Burglary (Crime and Society Series),0,3,0.00030003
8985,50,1893065944, Making Godly Decisions: How To Know and Do the Will of God, Book,0, Making Godly Decisions: How To Know and Do the Will of God,0,2,0.00020002
8993,31, B00004RDWL, Just in Time, Music,0, Just in Time,0,4,0.00040004
9002,12,691024545, The Symbolic Quest, Book,4, The Symbolic Quest,4,19,0.00190019
9003,12,743235223, SAT Vocabulary Flip-O-Matic, Book,4.5, SAT Vocabulary Flip-O-Matic,4.5,6,0.00060006
9024,46,486268942, Missa Solemnis in Full Score, Book,4, Missa Solemnis in Full Score,4,8,0.00080008
9040,39, B000002OJV, Longnecks & Short Stories, Music,5, Longnecks & Short Stories,5,6,0.00060006
9041,39, B000002OJT, Wynonna, Music,4.5, Wynonna,4.5,5,0.00050005
9042,39,749438649," Sales Promotion: How to Create, Implement and Integrate Campaigns That Really Work", Book,0," Sales Promotion: How to Create, Implement and Integrate Campaigns That Really Work",0,8,0.00080008
9043,39,385493002, The Intuitionist : A Novel, Book,4, The Intuitionist : A Novel,4,6,0.00060006
9063,16,446678694," Cons, Scams, and Grifts (Dka File Novel)", Book,4," Cons, Scams, and Grifts (Dka File Novel)",4,3,0.00030003
9076,46,395902207, Macroscale and Microscale Organic Experiments, Book,5, Macroscale and Microscale Organic Experiments,5,3,0.00030003
9077,27,822956292, Between the Branches: The White House Office of Legislative Affairs (Pitt Series in Policy and Institutional Studies), Book,0, Between the Branches: The White House Office of Legislative Affairs (Pitt Series in Policy and Institutional Studies),0,2,0.00020002
9086,27, B00006JOCY,,,0,,0,3,0.00030003
9087,27,520069943, College Korean, Book,4, College Korean,4,4,0.00040004
9098,10,553579207, Ancient Ones, Book,4.5, Ancient Ones,4.5,4,0.00040004
9102,10,764586904, United States History (Cliffs AP), Book,2.5, United States History (Cliffs AP),2.5,6,0.00060006
9121,3, B00000JT9A, Fugitive Mind, DVD,3, Fugitive Mind,3,25,0.00250025
9127,40,875300847," Metro Philadelphia and Delaware County, Pennsylvania", Book,0," Metro Philadelphia and Delaware County, Pennsylvania",0,2,0.00020002
9165,12, B00005B5BP, Robin Hood: Elizabethan Ballad Settings, Music,0, Robin Hood: Elizabethan Ballad Settings,0,5,0.00050005
9167,12, B00005IAFF, You Come & Go Like a Pop Song [Artemis], Music,0, You Come & Go Like a Pop Song [Artemis],0,7,0.00070007
9168,12,750699442, Understanding Telephone Electronics, Book,4, Understanding Telephone Electronics,4,6,0.00060006
9169,12,505521822, Desperado (Timeswept), Book,4.5, Desperado (Timeswept),4.5,7,0.00070007
9173,2,814625916, The Scripture Documents: An Anthology of Official Catholic Teachings, Book,0, The Scripture Documents: An Anthology of Official Catholic Teachings,0,5,0.00050005
9176,34,743523555, Spanish : 2nd Rev. Ed. (Quick & Simple), Book,4.5, Spanish : 2nd Rev. Ed. (Quick & Simple),4.5,4,0.00040004
9204,12,1859735258," Histories of Leisure (Leisure, Consumption and Culture)", Book,0," Histories of Leisure (Leisure, Consumption and Culture)",0,1,0.00010001
9205,0,892391014, La mujer que brillaba a煤n m谩s que el sol / The Woman Outshone the Sun, Book,4.5, La mujer que brillaba a煤n m谩s que el sol / The Woman Outshone the Sun,4.5,6,0.00060006
9224,48,6305522758, Mondo Cane, Video,3.5, Mondo Cane,3.5,3,0.00030003
9227,12, B00005NW7R, Ally Mcbeal for Once in My Life, Music,0, Ally Mcbeal for Once in My Life,0,2,0.00020002
9231,23,820415847," Poetica De Transgression En LA Novelistica De Luisa Valenuela (American University Studies Series II, Romance Languages and Literature)", Book,5," Poetica De Transgression En LA Novelistica De Luisa Valenuela (American University Studies Series II, Romance Languages and Literature)",5,8,0.00080008
9234,41, B000000Q15, Victory Is Mine, Music,0, Victory Is Mine,0,7,0.00070007
9235,41, B00004Z1WT, Extreme Halloween Collection, Music,4.5, Extreme Halloween Collection,4.5,7,0.00070007
9237,20,439099129," Whales And Dolphins (level 1) (Hello Reader, Science)", Book,5," Whales And Dolphins (level 1) (Hello Reader, Science)",5,5,0.00050005
9241,12,763139319, Irish Wolfhounds 2002 Wall Calendar, Book,0, Irish Wolfhounds 2002 Wall Calendar,0,1,0.00010001
9242,12,151003696, The Feeling of What Happens: Body and Emotion in the Making of Consciousness, Book,3.5, The Feeling of What Happens: Body and Emotion in the Making of Consciousness,3.5,5,0.00050005
9244,23, B000060MV9," The Honeymooners - The Lost Episodes, Vol. 23", DVD,4," The Honeymooners - The Lost Episodes, Vol. 23",4,5,0.00050005
9245,23, B00005ATEB, Que Sera Sera, Music,4.5, Que Sera Sera,4.5,6,0.00060006
9246,24, B000060MV8," The Honeymooners - The Lost Episodes, Vol. 22", DVD,4," The Honeymooners - The Lost Episodes, Vol. 22",4,2,0.00020002
9247,24, B000060MV0," The Honeymooners - The Lost Episodes, Boxed Set 4", DVD,4," The Honeymooners - The Lost Episodes, Boxed Set 4",4,6,0.00060006
9258,27,748662197, An Tuil, Book,0, An Tuil,0,5,0.00050005
9268,7, B000060MVU, 7 Worlds Collide - Live At The St. James - Neil Finn & Friends, DVD,5, 7 Worlds Collide - Live At The St. James - Neil Finn & Friends,5,3,0.00030003
9276,53, B000060MVK, The Adventures of Sherlock Holmes (Boxed Set Collection), DVD,4.5, The Adventures of Sherlock Holmes (Boxed Set Collection),4.5,4,0.00040004
9278,53, 080506883X, American Road: The Story of an Epic Transcontinental Journey at the Dawn of the Motor Age, Book,4, American Road: The Story of an Epic Transcontinental Journey at the Dawn of the Motor Age,4,3,0.00030003
9285,26, B000008SS8, No Mercy, Music,5, No Mercy,5,2,0.00020002
9306,5, B00006EHLQ, We Were Young and Needed the Money, Music,5, We Were Young and Needed the Money,5,2,0.00020002
9307,23,876282400, Complete Library Skills Activities Program: Ready-To-Use Lessons for Grades K-6, Book,4, Complete Library Skills Activities Program: Ready-To-Use Lessons for Grades K-6,4,4,0.00040004
9308,23,865545618, Physical Culture and the Body Beautiful: Purposive Exercise in the Lives of American Women 1800-1870, Book,5, Physical Culture and the Body Beautiful: Purposive Exercise in the Lives of American Women 1800-1870,5,4,0.00040004
9327,41,451195728, The Pritikin Weight Loss Breakthrough : 5 Easy Steps to Outsmart Your Fat Instinct, Book,4.5, The Pritikin Weight Loss Breakthrough : 5 Easy Steps to Outsmart Your Fat Instinct,4.5,9,0.00090009
9328,46,1560152273, Lyric Language-German (Book and Cassette), Book,5, Lyric Language-German (Book and Cassette),5,2,0.00020002
9329,46,152046917," Talking to Dragons: The Enchanted Forest Chronicles, Book Four", Book,5," Talking to Dragons: The Enchanted Forest Chronicles, Book Four",5,4,0.00040004
9339,44,1577311825, The Tao of Equus: A Woman's Journey of Healing and Transformation Through the Way of the Horse, Book,4.5, The Tao of Equus: A Woman's Journey of Healing and Transformation Through the Way of the Horse,4.5,7,0.00070007
9340,27,805823506," Ecological Psychology in Context: James Gibson, Roger Barker, and the Legacy of William James's Radical Empiricism (Volume in the Resources for Ecological Psychology Series)", Book,0," Ecological Psychology in Context: James Gibson, Roger Barker, and the Legacy of William James's Radical Empiricism (Volume in the Resources for Ecological Psychology Series)",0,3,0.00030003
9341,5,670887544, Teens in Turmoil : Avoiding and Coping with Crisis, Book,4.5, Teens in Turmoil : Avoiding and Coping with Crisis,4.5,6,0.00060006
9422,11, B000088E5O, Best of the Power Rangers: Songs from the TV Series, Music,3.5, Best of the Power Rangers: Songs from the TV Series,3.5,3,0.00030003
9423,5, B000088E5M, The Mystery of Life [Bonus Track], Music,3.5, The Mystery of Life [Bonus Track],3.5,3,0.00030003
9432,35,8466608958, El contrato sagrado (Millenium series), Book,0, El contrato sagrado (Millenium series),0,6,0.00060006
9441,49,841236313, Chiral Separations by Chromatography, Book,0, Chiral Separations by Chromatography,0,35,0.00350035
9487,11,1887424377, Healing ADD : Simple Exercises That Will Change Your Daily Life, Book,4, Healing ADD : Simple Exercises That Will Change Your Daily Life,4,6,0.00060006
9491,11, 076315122X,,,0,,0,8,0.00080008
9492,46,393094154, Writings of Jonathan Swift (Norton Critical Edition), Book,0, Writings of Jonathan Swift (Norton Critical Edition),0,5,0.00050005
9493,46,195615085, The Inner World (Oxford India Paperbacks), Book,5, The Inner World (Oxford India Paperbacks),5,11,0.00110011
9504,5,9997008332, Hoppy and Joe, Book,0, Hoppy and Joe,0,3,0.00030003
9506,12,1558851836," Sip, Slurp, Soup, Soup - Caldo, Caldo, Caldo", Book,5," Sip, Slurp, Soup, Soup - Caldo, Caldo, Caldo",5,4,0.00040004
9564,18,875968899," Perennial All-Stars: The 150 Best Perennials for Great-Looking, Trouble-Free Gardens", Book,5," Perennial All-Stars: The 150 Best Perennials for Great-Looking, Trouble-Free Gardens",5,4,0.00040004
9570,11, B00006LI7K, The How to Oil Painting Series Volume 1 Getting Started, Video,4, The How to Oil Painting Series Volume 1 Getting Started,4,5,0.00050005
9572,27,226531988, Thinking through Technology : The Path between Engineering and Philosophy, Book,4.5, Thinking through Technology : The Path between Engineering and Philosophy,4.5,5,0.00050005
9573,27,721660371, Adult Primary Care, Book,0, Adult Primary Care,0,5,0.00050005
9574,27,70054754, Transit Villages in the 21st Century, Book,4.5, Transit Villages in the 21st Century,4.5,6,0.00060006
9583,38,688156347," ""More More More,"" Said the Baby (Caldecott Collection)", Book,4," ""More More More,"" Said the Baby (Caldecott Collection)",4,3,0.00030003
9589,24, B000035P98, The Brandon Teena Story, Video,4, The Brandon Teena Story,4,7,0.00070007
9590,24, B00002DE5M, Songs of Celine Dion, Music,4, Songs of Celine Dion,4,8,0.00080008
9599,6, B00007KWHO, Time and a Word [Bonus Tracks], Music,4, Time and a Word [Bonus Tracks],4,21,0.00210021
9603,25,486675491, Introduction to Probability (Dover Books on Advanced Mathematics), Book,3.5, Introduction to Probability (Dover Books on Advanced Mathematics),3.5,8,0.00080008
9606,12, 041510002X, Greek: A Comprehensive Grammar of the Modern Language (Routledge Grammars), Book,5, Greek: A Comprehensive Grammar of the Modern Language (Routledge Grammars),5,4,0.00040004
9618,10, B00001OH7W, Low, Music,4.5, Low,4.5,1,0.00010001
9630,5, B00001OH7G, Irish Tour, Music,4.5, Irish Tour,4.5,2,0.00020002
9631,3,1891812238, Set This Book On Fire!, Book,0, Set This Book On Fire!,0,1,0.00010001
9652,11,880794968, Universal Waite Tarot Deck, Book,4.5, Universal Waite Tarot Deck,4.5,2,0.00020002
9656,31,64420833, Laura's Ma (Little House Chapter Book), Book,4, Laura's Ma (Little House Chapter Book),4,4,0.00040004
9677,18, B00005LN02, Charlie Daniels Band - Live: Greatest Hits, Music,4.5, Charlie Daniels Band - Live: Greatest Hits,4.5,5,0.00050005
9678,18, B00005LN07, Anakonda, Music,4.5, Anakonda,4.5,11,0.00110011
9708,44, B000021Y7K," Van Halen: Video Hits, Vol. 1", DVD,3.5," Van Halen: Video Hits, Vol. 1",3.5,3,0.00030003
9711,5, B0000071YB, Dean Martin - Greatest Hits, Music,5, Dean Martin - Greatest Hits,5,4,0.00040004
9712,5,964163519, Structural Cybernetics: An Overview, Book,0, Structural Cybernetics: An Overview,0,6,0.00060006
9714,5,830721290, Shame: Thief of Intimacy : Unmasking the Accuser (Aglow Bible Study), Book,3.5, Shame: Thief of Intimacy : Unmasking the Accuser (Aglow Bible Study),3.5,4,0.00040004
9715,20,590983253, It's Tubby Bedtime (Teletubbies), Book,4.5, It's Tubby Bedtime (Teletubbies),4.5,5,0.00050005
9716,40,140281649, Love in the Time of Cholera (Penguin Great Books of the 20th Century), Book,4.5, Love in the Time of Cholera (Penguin Great Books of the 20th Century),4.5,8,0.00080008
9727,4,867094753," The English Teacher's Companion: A Complete Guide to Classroom, Curriculum, and the Profession", Book,5," The English Teacher's Companion: A Complete Guide to Classroom, Curriculum, and the Profession",5,7,0.00070007
9728,4, B000021Y7C, Dick, Video,4, Dick,4,5,0.00050005
9730,46,471363022, Intermediate Accounting : Chapters 15-25, Book,0, Intermediate Accounting : Chapters 15-25,0,6,0.00060006
9731,46, B000002A83," Bruno Walter The Edition ~ Mozart - Symphonies Nos. 39, 40 & 41 ""Jupiter""", Music,5," Bruno Walter The Edition ~ Mozart - Symphonies Nos. 39, 40 & 41 ""Jupiter""",5,5,0.00050005
9732,46,310926556, NIrV Kids' Study Bible Revised, Book,4.5, NIrV Kids' Study Bible Revised,4.5,22,0.00220022
9733,46, B000002A80, Brahms: Symphony No. 4; Tragic Overture; Schicksalslied, Music,4.5, Brahms: Symphony No. 4; Tragic Overture; Schicksalslied,4.5,14,0.00140014
9737,4,933821131, Freemasonry: Ancient Egypt and the Islamic Destiny, Book,5, Freemasonry: Ancient Egypt and the Islamic Destiny,5,5,0.00050005
9741,2,877842523, Exodus (The Tyndale Old Testament Commentary Series), Book,3.5, Exodus (The Tyndale Old Testament Commentary Series),3.5,3,0.00030003
9742,35,231123760, Democracy in Europe, Book,3.5, Democracy in Europe,3.5,1,0.00010001
9748,15,866851607, Whisperings on the Nile, Book,0, Whisperings on the Nile,0,1,0.00010001
9760,8, B000067IVT, Farscape - The Best of Season One, DVD,4, Farscape - The Best of Season One,4,12,0.00120012
9761,27, B00003CXFU, Erin Brockovich, Video,4, Erin Brockovich,4,11,0.00110011
9762,1, B000067IVV, Medabots - Medabots Robattle (Vol. 2), DVD,5, Medabots - Medabots Robattle (Vol. 2),5,3,0.00030003
9768,12, B000067IVS, Blue Seed - Perfect Collection, DVD,5, Blue Seed - Perfect Collection,5,6,0.00060006
9779,33,6304117914, Borneo/South China Sea, Video,3.5, Borneo/South China Sea,3.5,5,0.00050005
9780,33,1565231198, Complete Guide to Making Wooden Clocks, Book,2.5, Complete Guide to Making Wooden Clocks,2.5,7,0.00070007
9785,23, B000002A8U, Beethoven: Ten Sonatas for Violin & Piano, Music,5, Beethoven: Ten Sonatas for Violin & Piano,5,8,0.00080008
9786,23,316608041, One Hungry Monster : A Counting Book in Rhyme Board Book, Book,5, One Hungry Monster : A Counting Book in Rhyme Board Book,5,9,0.00090009
9787,23,931708893, Residential Square Foot Building Costs 2001, Book,0, Residential Square Foot Building Costs 2001,0,3,0.00030003
9793,35,849975611, Todaysgirls.com #2: Portrait Of Lies, Book,5, Todaysgirls.com #2: Portrait Of Lies,5,6,0.00060006
9807,4, B0000017C2, Dirty Rotten LP/Violent Pacific, Music,5, Dirty Rotten LP/Violent Pacific,5,3,0.00030003
9812,20,387949836, Common Surgical Diseases: An Algorithmic Approach to Problem Solving, Book,0, Common Surgical Diseases: An Algorithmic Approach to Problem Solving,0,3,0.00030003
9814,46,886779804, Villains Victorious, Book,4, Villains Victorious,4,8,0.00080008
9815,46,915132176," The End of Sorrow (The Bhagavad Gita for Living, Vol. 1)", Book,4.5," The End of Sorrow (The Bhagavad Gita for Living, Vol. 1)",4.5,11,0.00110011
9816,14,380762951, Just Desserts (Bed-And-Breakfast Mysteries (Paperback)), Book,3, Just Desserts (Bed-And-Breakfast Mysteries (Paperback)),3,5,0.00050005
9822,13,195109767, The Problem of Pure Consciousness: Mysticism and Philosophy, Book,4.5, The Problem of Pure Consciousness: Mysticism and Philosophy,4.5,8,0.00080008
9833,3, 096525402X, Get on Top!, Book,3.5, Get on Top!,3.5,5,0.00050005
9834,27, B00006DXXT, The I Love Lucy 50th Anniversary Special, DVD,4, The I Love Lucy 50th Anniversary Special,4,2,0.00020002
9835,27,679005099," Compass American Guides: South Carolina, 3rd Edition (Compass American Guides South Carolina)", Book,5," Compass American Guides: South Carolina, 3rd Edition (Compass American Guides South Carolina)",5,4,0.00040004
9875,18, B00007G1VS, Indictment - The McMartin Trial, DVD,4.5, Indictment - The McMartin Trial,4.5,9,0.00090009
9889,48,1569752311, The Gospel of Thomas: Unearthing the Lost Words of Jesus, Book,4, The Gospel of Thomas: Unearthing the Lost Words of Jesus,4,8,0.00080008
9890,11, B00007G1V8, The Harder They Fall, DVD,4, The Harder They Fall,4,5,0.00050005
9901,44,761990003, Gates of Light: Sha'are Orah : Sha'are Orah (The Sacred Literature Trust Series), Book,4, Gates of Light: Sha'are Orah : Sha'are Orah (The Sacred Literature Trust Series),4,4,0.00040004
9931,11,867308443, The Disappearance of Amelia Earhart, Book,0, The Disappearance of Amelia Earhart,0,5,0.00050005
9955,18,521558948, Cultures of Natural History, Book,0, Cultures of Natural History,0,1,0.00010001
9962,4,1578564476," Mad Mary : A Bad Girl from Magdala, Transformed at His Appearing", Book,4.5," Mad Mary : A Bad Girl from Magdala, Transformed at His Appearing",4.5,6,0.00060006
9965,10,300095198," The Fragmentation of Afghanistan: State Formation and Collapse in the International System, Second Edition", Book,4," The Fragmentation of Afghanistan: State Formation and Collapse in the International System, Second Edition",4,3,0.00030003
9975,35,310481619, Chronological and Background Charts of the Old Testament (ZOND CHARTS), Book,4, Chronological and Background Charts of the Old Testament (ZOND CHARTS),4,2,0.00020002
9977,11,486234908, Florid Victorian Ornament (Dover Pictorial Archives), Book,0, Florid Victorian Ornament (Dover Pictorial Archives),0,1,0.00010001
10009,46, B00006F85B, Analog Hi-Fi Surprise [Expanded], Music,4, Analog Hi-Fi Surprise [Expanded],4,8,0.00080008
10010,46, 186092011X,,,0,,0,14,0.00140014
10012,7, B00005NB9O, Seducing Maarya, DVD,2.5, Seducing Maarya,2.5,7,0.00070007
10021,7,944210341, Improving Vocabulary Skills: Short Version, Book,0, Improving Vocabulary Skills: Short Version,0,6,0.00060006
10022,7,140153721, Two Lives, Book,4, Two Lives,4,3,0.00030003
10023,7,9684069448, Las Muertas de Juarez, Book,0, Las Muertas de Juarez,0,3,0.00030003
10039,24,765807688, The Path of a Genocide: The Rwanda Crisis from Uganda to Zaire, Book,0, The Path of a Genocide: The Rwanda Crisis from Uganda to Zaire,0,5,0.00050005
10042,2,6305841721, Alla En El Rancho Grande, Video,0, Alla En El Rancho Grande,0,2,0.00020002
10045,1,28641965," Financial Custody: You, Your Money, and Divorce", Book,5," Financial Custody: You, Your Money, and Divorce",5,3,0.00030003
10061,48,1583551743, New England Trees & Wildflowers (Pocket Naturalist), Book,0, New England Trees & Wildflowers (Pocket Naturalist),0,6,0.00060006
10096,45, B00006BTDA, Disconnected, Music,4.5, Disconnected,4.5,3,0.00030003
10103,51,1572840218, How to Get a Job in Southern California (How to Get a Job in Southern California), Book,0, How to Get a Job in Southern California (How to Get a Job in Southern California),0,45,0.00450045
10104,51, B00006BTDW, Folklore, Music,4.5, Folklore,4.5,23,0.00230023
10105,51, B00006BTDR, Short Careers, Music,0, Short Careers,0,12,0.00120012
10106,51, B000007T4G, Imprint, Music,4.5, Imprint,4.5,5,0.00050005
10107,51,226767167, Primate Societies, Book,5, Primate Societies,5,9,0.00090009
10150,27,486256901, Irish Crochet Designs and Projects (Dover Needlework), Book,0, Irish Crochet Designs and Projects (Dover Needlework),0,6,0.00060006
10181,5, B000001EZ5, Very Best of Cozy Powell, Music,4, Very Best of Cozy Powell,4,3,0.00030003
10184,12, B000001EZ4, Very Best of Rainbow, Music,4.5, Very Best of Rainbow,4.5,7,0.00070007
10185,20,6303269540, The Best of Minnie Pearl, Video,5, The Best of Minnie Pearl,5,9,0.00090009
10202,12, B00006NSFI, Estilo Propio, Music,4.5, Estilo Propio,4.5,5,0.00050005
10207,11, B00006NSFE, Highly Refined Pirates, Music,4.5, Highly Refined Pirates,4.5,1,0.00010001
10216,39,785319751, 365 Brand Name Casseroles & One-Dish Meals, Book,4.5, 365 Brand Name Casseroles & One-Dish Meals,4.5,7,0.00070007
10217,39, B0000457F2, LaRue, Music,5, LaRue,5,6,0.00060006
10218,39,684811650, MoneySmart Divorce: What Women Need to Know About Money and Divorce, Book,0, MoneySmart Divorce: What Women Need to Know About Money and Divorce,0,7,0.00070007
10219,39,688081843, Box Turtle at Long Pond, Book,5, Box Turtle at Long Pond,5,6,0.00060006
10220,39,763418838, Pete's Dragon (Ost), Book,0, Pete's Dragon (Ost),0,5,0.00050005
10221,27,817311246, It Wasn't All Dancing and Other Stories (Deep South Books), Book,5, It Wasn't All Dancing and Other Stories (Deep South Books),5,4,0.00040004
10222,3,781507405, Stripped and Teased: Tales From Las Vegas Women, Video,0, Stripped and Teased: Tales From Las Vegas Women,0,20,0.0020002
10256,2,747800138, Peruvian Pottery (Shire Ethnography), Book,5, Peruvian Pottery (Shire Ethnography),5,6,0.00060006
10258,0,309082579," Capitalizing on New Needs and New Opportunities: Government-Industry Partnerships in Biotechnology and Information Technologies (Compass Series (Washington, D.C.).)", Book,0," Capitalizing on New Needs and New Opportunities: Government-Industry Partnerships in Biotechnology and Information Technologies (Compass Series (Washington, D.C.).)",0,9,0.00090009
