id,in_degree,out_degree,total_degree,in_deg_cent,out_deg_cent,clustering,pagerank,hub_score,auth_score,betweenness,k_core
862,1,5,6,0.00010001000100010001,0.0005000500050005,0.26666666666666666,3.822940202539284e-05,4.927001137864196e-05,2.597622604612326e-12,0.0,4
952,17,3,20,0.0017001700170017002,0.00030003000300030005,0.0661764705882353,0.0004149533953924322,8.857059762841725e-07,0.00013628889625351136,0.0002986831868895941,4
1040,7,3,10,0.0007000700070007,0.00030003000300030005,0.21428571428571427,0.00029219137393290246,3.7149512583711483e-06,2.175324172700433e-05,0.0029332282672201214,4
867,9,3,12,0.0009000900090009002,0.00030003000300030005,0.2222222222222222,0.0001151507088573788,6.978890686697754e-06,2.2059897058470383e-05,0.0002163059639743227,4
2601,7,2,9,0.0007000700070007,0.00020002000200020003,0.2857142857142857,7.624859445049571e-05,6.419734363267992e-06,3.8141497803246215e-05,5.651695395584768e-05,4
2602,8,5,13,0.0008000800080008001,0.0005000500050005,0.15555555555555556,0.00014189824894014942,7.955997563695642e-06,7.028779676709894e-05,0.0028127017094695572,4
972,17,5,22,0.0017001700170017002,0.0005000500050005,0.09473684210526316,0.00023782851967469595,6.461262880479233e-08,1.0947270202797274e-05,0.001633725529186125,4
1348,6,3,9,0.0006000600060006001,0.00030003000300030005,0.6666666666666666,0.00016283580091325055,9.094795992851822e-08,8.359987100659555e-06,0.0003458072298764746,5
1349,11,3,14,0.0011001100110011,0.00030003000300030005,0.2,0.00020469363594623896,5.539541621952021e-08,1.3528884058611929e-05,0.0006112763876950319,5
1350,9,5,14,0.0009000900090009002,0.0005000500050005,0.07692307692307693,0.0001550700737985842,4.0427579061469426e-05,0.00017034140947478477,0.005214268663158568,5
1351,3,3,6,0.00030003000300030005,0.00030003000300030005,0.2,5.982991411330926e-05,9.901095584658585e-08,8.553917015206004e-06,0.002443117772514127,3
99181,1,2,3,0.00010001000100010001,0.00020002000200020003,1.0,4.053209574686683e-05,9.02351433072978e-08,6.057842717535801e-07,0.0,2
62596,10,5,15,0.001000100010001,0.0005000500050005,0.14102564102564102,0.00011108199027559261,1.8401524551874706e-06,1.1848705195529396e-05,0.0,4
75136,5,3,8,0.0005000500050005,0.00030003000300030005,0.26666666666666666,8.119422746383742e-05,1.5195559898964138e-06,2.08935583549812e-06,0.0,4
2604,4,5,9,0.00040004000400040005,0.0005000500050005,0.2857142857142857,0.00010042478485026797,2.159415367420117e-05,1.1481285431038233e-05,0.0013211219291028762,5
2605,14,5,19,0.0014001400140014,0.0005000500050005,0.19117647058823528,0.0005693887359957411,2.9497910530625418e-05,0.00014186208616128568,8.77930028116501e-05,5
2606,14,5,19,0.0014001400140014,0.0005000500050005,0.12087912087912088,0.00028623956831888943,1.365981967624456e-06,0.00010045119172467599,0.012179713012253993,5
230261,0,1,1,0.0,0.00010001000100010001,0.0,1.735882280264563e-05,0.0019168829290422944,-4.422079644289796e-20,0.0,1
889,7,3,10,0.0007000700070007,0.00030003000300030005,0.17777777777777778,7.579854551712206e-05,1.0042593232896693e-05,3.0607571689096664e-06,0.0,4
1201,5,5,10,0.0005000500050005,0.0005000500050005,0.2222222222222222,0.0001996333143180235,0.000572586708514229,0.00028465011306640233,1.3033076328903812e-05,5
1818,6,3,9,0.0006000600060006001,0.00030003000300030005,0.07142857142857142,0.0001768991325779917,0.0022255852811430324,0.0007989604248933203,3.1438002200471523e-07,4
892,3,4,7,0.00030003000300030005,0.00040004000400040005,1.0,4.5980735211785715e-05,2.0702355971071062e-08,9.584727640533273e-08,0.0,4
986,3,3,6,0.00030003000300030005,0.00030003000300030005,1.0,4.343444706340486e-05,2.0597241048077527e-08,9.5889181387864e-08,0.0,4
1045,3,5,8,0.00030003000300030005,0.0005000500050005,0.5333333333333333,4.7657315189662715e-05,1.9860910219908345e-07,2.4923197647934773e-08,0.0,4
1819,2,4,6,0.00020002000200020003,0.00040004000400040005,0.8,3.8047561491941934e-05,2.121802854534073e-08,1.6194543016074575e-08,0.0,4
994,4,3,7,0.00040004000400040005,0.00030003000300030005,0.3,0.00021046618405732103,2.044270819239913e-05,1.6932867822803483e-05,0.0009778777721905349,4
1299,13,3,16,0.0013001300130013002,0.00030003000300030005,0.08974358974358974,0.00040396330420947144,1.8144900067650053e-06,3.7983640170984086e-05,9.075222385211115e-05,5
1824,16,5,21,0.0016001600160016002,0.0005000500050005,0.17543859649122806,0.0007667407328428182,5.1115729831722795e-05,7.898417237585984e-05,0.0004374593089004529,5
2609,20,3,23,0.002000200020002,0.00030003000300030005,0.11067193675889328,0.0005485128500504491,3.97826819631355e-05,2.475959022986047e-05,0.0017328643245795384,5
99206,0,1,1,0.0,0.00010001000100010001,0.0,1.735882280264563e-05,5.224767155753624e-05,-2.30027774759688e-20,0.0,1
914,0,2,2,0.0,0.00020002000200020003,1.0,1.735882280264563e-05,3.678057596813966e-05,1.4807814310692455e-19,0.0,2
66451,0,3,3,0.0,0.00030003000300030005,1.0,1.735882280264563e-05,1.8933516158291384e-06,6.402445374856913e-20,0.0,3
33683,4,5,9,0.00040004000400040005,0.0005000500050005,0.42857142857142855,7.952961959354924e-05,5.305625988134431e-06,4.118500423371062e-07,0.0004849005053757672,5
2461,18,5,23,0.0018001800180018003,0.0005000500050005,0.1380952380952381,0.00020619920160146687,1.7862804060467397e-05,2.4797947100211347e-05,0.0014727700899827621,5
2824,66,5,71,0.006600660066006601,0.0005000500050005,0.018913480885311872,0.0009549891746765734,4.477806352971679e-05,0.0007551623386122694,0.013548091730659368,5
24547,8,5,13,0.0008000800080008001,0.0005000500050005,0.6785714285714286,0.0001325141923164058,2.34051333651399e-07,9.876989700313998e-06,0.0002472016780204549,5
43004,3,5,8,0.00030003000300030005,0.0005000500050005,0.8,5.818835581279019e-05,2.8306138947033194e-07,2.3067113796820447e-06,0.0,5
917,0,3,3,0.0,0.00030003000300030005,0.3333333333333333,1.735882280264563e-05,2.0811509918266867e-05,-1.7858724182786605e-20,0.0,3
131991,3,4,7,0.00030003000300030005,0.00040004000400040005,0.8,3.858806539984408e-05,3.1750213319173538e-09,2.559362553677797e-09,0.0,4
62413,8,5,13,0.0008000800080008001,0.0005000500050005,0.5714285714285714,0.00010990595469145755,5.916367661953022e-09,2.970105643105903e-07,0.0,4
62415,8,5,13,0.0008000800080008001,0.0005000500050005,0.2878787878787879,0.00010990595469145755,2.8536079697355557e-07,1.8560760105575982e-07,0.0,4
104492,4,4,8,0.00040004000400040005,0.00040004000400040005,0.6666666666666666,4.370085052439702e-05,3.1576133947317174e-09,5.248258276837468e-09,0.0,4
131992,3,4,7,0.00030003000300030005,0.00040004000400040005,0.8,3.858806539984408e-05,3.1750213319166358e-09,2.5593625537886916e-09,0.0,4
919,10,4,14,0.001000100010001,0.00040004000400040005,0.10989010989010989,0.000252347733753474,0.00033925870727284917,0.0009232636345640537,2.5531376851145755e-05,5
33687,3,5,8,0.00030003000300030005,0.0005000500050005,0.6,6.611123067359324e-05,9.997954362661505e-08,8.217197805541966e-08,0.00047926160276904223,4
18169,14,5,19,0.0014001400140014,0.0005000500050005,0.10294117647058823,0.00022647190721962948,6.622569099640797e-06,8.619520975393132e-06,0.0014550686576224698,4
24682,4,3,7,0.00040004000400040005,0.00030003000300030005,1.0,9.038908847057922e-05,5.693253484475513e-08,2.739478077257193e-06,0.0,4
33686,3,4,7,0.00030003000300030005,0.00040004000400040005,1.0,6.377240631595649e-05,7.452062411790406e-08,9.232139875252419e-08,2.5007501750375077e-07,4
35468,2,4,6,0.00020002000200020003,0.00040004000400040005,1.0,4.2450363549463735e-05,7.46679426850722e-08,6.956601648199867e-08,0.0,4
58752,9,4,13,0.0009000900090009002,0.00040004000400040005,0.24242424242424243,7.646315179793782e-05,1.2056581279367128e-05,3.922331438650436e-06,0.0010843137450165096,4
33684,1,5,6,0.00010001000100010001,0.0005000500050005,0.9,3.990392991106721e-05,2.8306138947033194e-07,9.285364122022683e-08,0.0,5
24548,8,5,13,0.0008000800080008001,0.0005000500050005,0.6111111111111112,0.00013113396124217252,2.3291510407112813e-07,7.838638274078461e-06,0.0002472016780204549,5
33682,8,5,13,0.0008000800080008001,0.0005000500050005,0.6111111111111112,0.00010467923045556515,2.791697771078407e-07,7.973061533917334e-07,4.001200280060012e-06,5
131993,0,4,4,0.0,0.00040004000400040005,0.5,1.735882280264563e-05,8.729870465800119e-11,6.541503949194691e-21,0.0,4
49060,7,5,12,0.0007000700070007,0.0005000500050005,0.16363636363636364,7.996515956203638e-05,5.788828933351342e-07,3.11750424275187e-09,0.0,4
66461,0,3,3,0.0,0.00030003000300030005,0.3333333333333333,1.735882280264563e-05,0.00030673231375182144,-1.8234686912698874e-19,0.0,3
4656,84,5,89,0.0084008400840084,0.0005000500050005,0.008937691521961185,0.0007870110053713171,0.0002769256169318829,0.0010060787681093694,0.0006122074775997757,5
12484,1,3,4,0.00010001000100010001,0.00030003000300030005,0.16666666666666666,2.2279736515601662e-05,1.571107315638823e-05,0.00012228151680158483,0.0,3
1020,10,5,15,0.001000100010001,0.0005000500050005,0.3111111111111111,0.00044510826382833054,4.743771485779288e-08,1.6133370112408125e-06,0.0012972283590869044,5
1370,4,3,7,0.00040004000400040005,0.00030003000300030005,0.3333333333333333,8.211843293427795e-05,4.697226512793638e-08,4.964106762946315e-05,0.00028235176337404043,3
1371,1,0,1,0.00010001000100010001,0.0,0.0,4.87242920747364e-05,-0.0,2.0902857304061034e-06,0.0,1
1372,4,5,9,0.00040004000400040005,0.0005000500050005,0.2857142857142857,8.791216417858294e-05,1.3554517504046163e-06,9.299397251418093e-06,5.889209135816223e-05,4
1566,11,5,16,0.0011001100110011,0.0005000500050005,0.16666666666666666,0.00019212508700101362,1.0696077429546216e-06,3.9286940914428514e-05,0.00041774454089243073,4
1090,26,5,31,0.0026002600260026003,0.0005000500050005,0.08831908831908832,0.0007189123999266499,5.4654399905842265e-08,4.62389428828153e-06,0.012840895497639351,5
1373,3,5,8,0.00030003000300030005,0.0005000500050005,0.2857142857142857,0.00016907427643443252,1.9414997275487307e-07,4.841070044760958e-07,5.091774201197962e-05,5
1374,19,5,24,0.0019001900190019003,0.0005000500050005,0.08947368421052632,0.0004882836680970341,8.246542336644461e-08,1.2361932892630076e-05,0.005465600865803933,5
932,3,1,4,0.00030003000300030005,0.00010001000100010001,0.3333333333333333,0.00026000048644033173,5.4061665344759536e-08,7.562841365480022e-06,0.0,3
66465,0,4,4,0.0,0.00040004000400040005,0.0,1.735882280264563e-05,6.952460981934179e-05,4.673156504226456e-20,0.0,4
935,4,1,5,0.00040004000400040005,0.00010001000100010001,0.5,0.0002469964359789599,5.4061665344759536e-08,1.1305252752152987e-05,3.0842585492129264e-06,3
197541,0,1,1,0.0,0.00010001000100010001,0.0,1.735882280264563e-05,0.0019168829290422944,2.871770999144972e-20,0.0,1
1023,4,2,6,0.00040004000400040005,0.00020002000200020003,0.5,0.0001039665075997216,1.3913509416096958e-09,9.621802226767335e-07,0.0010008960821400537,3
1024,13,0,13,0.0013001300130013002,0.0,0.11538461538461539,0.00022979089852450722,-0.0,1.751154785036701e-05,0.0,4
1027,5,5,10,0.0005000500050005,0.0005000500050005,0.6,0.0001223633679677364,1.8295031287601407e-08,5.725960828828092e-07,0.0006518717928897019,5
1028,4,5,9,0.00040004000400040005,0.0005000500050005,0.9,0.00010416937227360091,1.8398557991158054e-08,5.566049572567377e-07,0.000458205895730806,5
1029,4,5,9,0.00040004000400040005,0.0005000500050005,0.9,0.00010416937227360091,1.8398557991157747e-08,5.566049572567849e-07,0.000458205895730806,5
1827,11,5,16,0.0011001100110011,0.0005000500050005,0.4727272727272727,0.00025704475167981464,5.994734731131116e-10,2.05504869048998e-08,0.0005022320069199127,5
1828,6,5,11,0.0006000600060006001,0.0005000500050005,0.8,0.00022192780916313658,6.843601821906022e-10,9.93836339771058e-09,8.967881059297297e-05,5
1829,5,5,10,0.0005000500050005,0.0005000500050005,0.8666666666666667,0.00019175454434547468,6.844099916354131e-10,9.930669642747172e-09,8.967881059297297e-05,5
1830,11,5,16,0.0011001100110011,0.0005000500050005,0.45454545454545453,0.00025593420869379974,6.165411894979554e-10,2.0413941144551395e-08,8.971006997016094e-05,5
1384,4,4,8,0.00040004000400040005,0.00040004000400040005,0.6666666666666666,4.939274021670115e-05,7.858578433314417e-06,1.2559254677438516e-05,7.068787161439354e-05,5
164782,0,3,3,0.0,0.00030003000300030005,0.0,1.735882280264563e-05,1.688352089167816e-06,8.361253629319593e-21,0.0,3
1091,11,5,16,0.0011001100110011,0.0005000500050005,0.03333333333333333,0.00012242524784730885,1.994709038623732e-05,3.258046333123233e-05,0.0004637488730505845,4
3837,11,3,14,0.0011001100110011,0.00030003000300030005,0.21794871794871795,0.0001686544389701233,4.7412238049180625e-07,3.239463592755332e-05,0.00018689952221323256,5
39841,41,5,46,0.004100410041004101,0.0005000500050005,0.05757575757575758,0.000358213344975233,1.4968231724711576e-05,0.00019581414092166013,0.0006925399197036743,5
1032,6,5,11,0.0006000600060006001,0.0005000500050005,0.6190476190476191,0.00044141198544500344,3.9144159465267654e-05,0.00010654759843398125,9.052715633635778e-05,5
1033,4,5,9,0.00040004000400040005,0.0005000500050005,0.6190476190476191,0.0002784561584514268,3.973292169271176e-05,4.8360040441204826e-05,0.0,5
1831,3,5,8,0.00030003000300030005,0.0005000500050005,0.6,3.775924276150967e-05,1.430105107577123e-07,9.238028316953448e-06,0.00046062831918649005,4
1832,2,5,7,0.00020002000200020003,0.0005000500050005,0.1,3.195189055823406e-05,2.290775720789514e-05,8.223261512599869e-08,0.0007532394686623628,4
1833,9,5,14,0.0009000900090009002,0.0005000500050005,0.18181818181818182,0.00016452144641646572,2.274201543383047e-06,9.174835081116684e-08,0.0009424057943139068,5
1834,10,4,14,0.001000100010001,0.00040004000400040005,0.3333333333333333,0.0001919588482040924,1.3023572568126611e-08,2.7755268167171473e-07,0.00031639036532724534,5
1835,2,4,6,0.00020002000200020003,0.00040004000400040005,0.8333333333333334,3.195189055823406e-05,2.0175284684116665e-07,8.2232615125961e-08,0.00046062831918649005,4
1836,13,5,18,0.0013001300130013002,0.0005000500050005,0.2967032967032967,0.00041154794911268337,4.382559046390633e-07,1.5705392890217935e-05,0.0003030267633229356,5
1837,9,5,14,0.0009000900090009002,0.0005000500050005,0.3333333333333333,0.0003400717695435664,4.502222993981736e-07,9.245388970792952e-06,0.012320842651305609,5
1838,5,5,10,0.0005000500050005,0.0005000500050005,0.3888888888888889,0.00014740092574007366,2.412889911737314e-06,1.3172497398235572e-06,0.0001536516939169928,5
1839,17,5,22,0.0017001700170017002,0.0005000500050005,0.2647058823529412,0.0005175973431962374,5.889654317588216e-07,3.801100413570755e-05,0.0015230756866447296,5
1840,10,5,15,0.001000100010001,0.0005000500050005,0.18181818181818182,0.00038126131192716697,3.083879043842441e-05,1.532877505643471e-05,0.0016738227266942989,5
2624,1,5,6,0.00010001000100010001,0.0005000500050005,0.4,2.6971670936686285e-05,1.6042607260509242e-05,1.5964167036983506e-07,0.0,4
1841,15,3,18,0.0015001500150015003,0.00030003000300030005,0.13333333333333333,0.0004285000335587814,4.6433183916510806e-05,6.456382952521253e-05,0.0011869932481540244,4
953,1,3,4,0.00010001000100010001,0.00030003000300030005,1.0,2.730785138208916e-05,2.5440703396561814e-07,1.01112786325615e-07,0.0,3
1385,2,3,5,0.00020002000200020003,0.00030003000300030005,1.0,3.5056083391572684e-05,2.536324353082665e-07,2.2076022040737814e-07,0.0,3
1387,2,3,5,0.00020002000200020003,0.00030003000300030005,0.6666666666666666,3.5056083391572684e-05,2.9935035276901994e-07,2.0253437317360584e-07,0.0,3
33720,0,3,3,0.0,0.00030003000300030005,0.6666666666666666,1.735882280264563e-05,9.715706534185123e-07,1.8514032180900188e-20,0.0,3
10419,62,5,67,0.006200620062006201,0.0005000500050005,0.03942652329749104,0.0007885137777230949,4.5080915985477876e-07,0.00010136478825650021,0.0018380528917234032,5
47255,8,3,11,0.0008000800080008001,0.00030003000300030005,0.2,9.131602768297042e-05,8.607193311432794e-07,4.746406829305968e-05,9.052715633635778e-05,4
1039,5,5,10,0.0005000500050005,0.0005000500050005,0.17857142857142858,8.187507356131982e-05,9.324579868204586e-06,5.6241710547707626e-05,0.0013477510497079581,4
33723,0,5,5,0.0,0.0005000500050005,0.1,1.735882280264563e-05,0.00018917701695857217,2.8894177109361887e-21,0.0,5
66493,4,5,9,0.00040004000400040005,0.0005000500050005,0.9,7.69151154736754e-05,2.612387776326787e-08,3.8248255096230794e-06,0.0,4
66494,5,4,9,0.0005000500050005,0.00040004000400040005,0.3333333333333333,8.134743253408383e-05,9.466904904814528e-06,6.159264176615304e-08,0.0,4
66495,4,4,8,0.00040004000400040005,0.00040004000400040005,0.9,7.419555816122114e-05,2.6056279644697374e-08,3.824852458203701e-06,0.0,4
66497,4,0,4,0.00040004000400040005,0.0,1.0,7.266026797913514e-05,-0.0,6.11756689563129e-08,0.0,4
74282,9,5,14,0.0009000900090009002,0.0005000500050005,0.3090909090909091,0.00012164041037162971,5.045515765953796e-08,7.715754168770086e-08,0.0,4
74283,1,5,6,0.00010001000100010001,0.0005000500050005,0.9,3.0581700052256836e-05,5.0818411832738e-08,1.0414512115124949e-08,0.0,4
2628,10,5,15,0.001000100010001,0.0005000500050005,0.24242424242424243,0.00013516354796445234,2.6695107141622597e-07,1.0821300892177808e-06,0.0019423324033053923,4
66496,4,4,8,0.00040004000400040005,0.00040004000400040005,1.0,6.610993344623098e-05,5.15598337685944e-10,2.104793017419929e-08,0.0,4
100910,3,5,8,0.00030003000300030005,0.0005000500050005,0.7,5.070145923542878e-05,1.045939223715455e-09,7.221157180890263e-10,0.0,4
100911,3,5,8,0.00030003000300030005,0.0005000500050005,0.7,5.070145923542878e-05,6.496086918969884e-10,8.80116347341451e-10,0.0,4
100912,3,4,7,0.00030003000300030005,0.00040004000400040005,1.0,4.891349064221311e-05,6.461560504726166e-10,8.81492773031738e-10,0.0,4
1845,7,4,11,0.0007000700070007,0.00040004000400040005,0.6190476190476191,0.0001446503065783294,1.7384732053315983e-09,5.244287054795816e-08,0.0,5
1846,2,5,7,0.00020002000200020003,0.0005000500050005,0.7,4.81356778381513e-05,3.170071043383956e-09,4.730053427754235e-08,5.001500350075015e-07,4
1847,6,5,11,0.0006000600060006001,0.0005000500050005,0.35714285714285715,7.355403951725936e-05,2.561805201101688e-09,1.262432458411953e-07,0.0002708481361491025,4
66500,4,5,9,0.00040004000400040005,0.0005000500050005,0.7,6.77835457550859e-05,3.383907693938432e-08,3.0913419037435916e-08,0.00013162539456858572,4
26638,9,5,14,0.0009000900090009002,0.0005000500050005,0.09090909090909091,0.00020102346035280515,3.317994878821489e-08,8.836284120901859e-08,0.008353974879109716,4
36965,6,5,11,0.0006000600060006001,0.0005000500050005,0.1388888888888889,0.00010836570210666951,1.0629078076234172e-09,5.024864505433086e-06,0.0036451769964184412,4
66503,4,4,8,0.00040004000400040005,0.00040004000400040005,0.4,6.5391016782143e-05,8.695247076077915e-10,4.40570190899161e-08,0.003411458503258213,4
76658,2,5,7,0.00020002000200020003,0.0005000500050005,0.5,4.302869434709243e-05,7.428224944430091e-08,1.3836887295923037e-08,7.256909321679889e-05,4
76659,4,5,9,0.00040004000400040005,0.0005000500050005,0.13333333333333333,6.04801530896926e-05,1.3288814115301679e-09,5.579037283999557e-08,0.00038884766096751737,4
2633,1,3,4,0.00010001000100010001,0.00030003000300030005,0.5,3.6858596418644796e-05,1.3500547591274928e-06,1.844359879218035e-05,0.0002560868502014409,4
2634,2,1,3,0.00020002000200020003,0.00010001000100010001,0.0,4.401667307080177e-05,1.637852175072033e-09,1.887689061513759e-05,0.002831570162180623,3
2635,5,5,10,0.0005000500050005,0.0005000500050005,0.0,6.317010881582262e-05,9.208118412569067e-07,1.873763437018379e-05,0.01101217479874087,4
33731,0,1,1,0.0,0.00010001000100010001,0.0,1.735882280264563e-05,0.0004724397216010665,-3.497981765698057e-21,0.0,1
20528,4,3,7,0.00040004000400040005,0.00030003000300030005,0.13333333333333333,0.00011319961077249445,4.1412500937052354e-08,3.376939114315802e-08,0.006297190647184233,4
532,9,0,9,0.0009000900090009002,0.0,0.25,0.0001990999908423797,-0.0,1.6545245357989051e-06,0.0,4
1850,2,5,7,0.00020002000200020003,0.0005000500050005,0.2,6.557699513987584e-05,2.998773358895386e-06,2.5272908667843007e-07,0.0002531827835027978,4
1851,9,4,13,0.0009000900090009002,0.00040004000400040005,0.13636363636363635,0.00019103656697113742,3.0213526625510314e-06,3.8038120387986886e-07,0.0008019857157652751,5
230340,5,5,10,0.0005000500050005,0.0005000500050005,0.6,7.030474366153082e-05,1.2904686713730576e-07,7.041269765891019e-06,0.0,4
215786,5,5,10,0.0005000500050005,0.0005000500050005,0.42857142857142855,7.294337091342397e-05,1.1961729822460525e-05,4.950864614692614e-06,0.0,4
225478,2,3,5,0.00020002000200020003,0.00030003000300030005,0.0,4.191618112441275e-05,5.271606140606221e-06,6.463532923788524e-08,0.0,2
226390,7,5,12,0.0007000700070007,0.0005000500050005,0.28888888888888886,8.821450420977732e-05,1.197099290335807e-05,5.045815716850419e-06,0.0,4
228693,5,5,10,0.0005000500050005,0.0005000500050005,0.9,7.301727985581248e-05,1.1230269554514262e-07,9.718714041794739e-06,0.0,4
237759,3,5,8,0.00030003000300030005,0.0005000500050005,0.9,4.943138595994364e-05,1.7423098364880136e-07,1.5303677350095373e-07,0.0,4
1044,4,1,5,0.00040004000400040005,0.00010001000100010001,0.16666666666666666,0.00022592174728829165,1.2654209196659572e-06,3.7367161857285295e-05,4.557617194005858e-05,4
230354,1,5,6,0.00010001000100010001,0.0005000500050005,0.4,2.3013501912622278e-05,6.52217162528116e-07,1.7529183498353045e-08,0.0,4
15511,42,5,47,0.0042004200420042,0.0005000500050005,0.06387921022067364,0.0007417299429818519,2.462434775397955e-08,6.285719010051455e-06,0.001783690832354203,4
34190,21,5,26,0.0021002100210021,0.0005000500050005,0.08695652173913043,0.0003308411899219117,6.338785859809823e-07,3.3608361024417403e-06,0.0024337967192672545,4
209130,4,5,9,0.00040004000400040005,0.0005000500050005,0.4666666666666667,4.008293649785579e-05,4.3786297383887334e-08,3.1358483372875304e-07,0.0,4
219422,3,5,8,0.00030003000300030005,0.0005000500050005,0.7,3.319463389536927e-05,4.397039841546714e-08,2.9589741927804746e-07,0.0,4
983,0,3,3,0.0,0.00030003000300030005,0.0,1.735882280264563e-05,7.275916515650322e-06,1.0891131301987392e-19,0.0,3
33755,4,5,9,0.00040004000400040005,0.0005000500050005,0.5333333333333333,3.902973809932172e-05,3.3904198625509817e-09,7.565519835935664e-08,0.002057810975140214,5
31405,4,5,9,0.00040004000400040005,0.0005000500050005,0.47619047619047616,4.45077995652924e-05,1.2295695637492307e-08,7.865462273997655e-08,0.004206149106616786,5
33756,3,5,8,0.00030003000300030005,0.0005000500050005,0.4,3.553781803853457e-05,2.221683810005284e-08,9.522935953798449e-09,0.001967283818803856,5
34790,1,5,6,0.00010001000100010001,0.0005000500050005,0.4,2.4007613298600485e-05,1.4706048267637087e-07,1.3516205001233418e-09,0.0,5
34791,3,5,8,0.00030003000300030005,0.0005000500050005,0.19047619047619047,3.400134173330958e-05,5.6841709080588875e-08,1.3478086077568236e-08,0.0038440404812713548,5
27238,9,5,14,0.0009000900090009002,0.0005000500050005,0.36363636363636365,0.0001574556178066696,7.140221995982529e-08,6.459103894228518e-07,0.004614613579683723,5
33757,0,1,1,0.0,0.00010001000100010001,0.0,1.735882280264563e-05,1.1526842387994887e-08,1.2215117410640766e-20,0.0,1
4631,5,5,10,0.0005000500050005,0.0005000500050005,0.23809523809523808,0.00017979370936897576,0.00012527739319504686,1.7804796092778422e-06,0.00010634205667384661,5
230368,1,1,2,0.00010001000100010001,0.00010001000100010001,0.0,3.190515115352954e-05,1.6603603546519984e-08,1.2517482946437172e-06,0.0,1
245484,5,5,10,0.0005000500050005,0.0005000500050005,0.42857142857142855,8.499840147947555e-05,3.1398993134337937e-06,2.5646553114928575e-06,0.0,5
230369,1,2,3,0.00010001000100010001,0.00020002000200020003,0.0,3.0215386421905597e-05,1.664656701355927e-08,0.00018882957686562222,0.0,2
230371,1,2,3,0.00010001000100010001,0.00020002000200020003,0.0,3.0215386421905597e-05,0.00047366220612679756,6.636299381259879e-09,0.0,2
1051,8,4,12,0.0008000800080008001,0.00040004000400040005,0.19444444444444445,0.00019834609124553095,1.940262514017751e-05,3.0469791406250188e-05,0.0009116213661511998,5
99299,0,4,4,0.0,0.00040004000400040005,0.8333333333333334,1.735882280264563e-05,8.027835752342267e-06,-1.0629709768337091e-19,0.0,4
7870,15,5,20,0.0015001500150015003,0.0005000500050005,0.16339869281045752,0.0004060934634087284,1.2508823818501443e-05,2.5023598286784546e-05,0.0027137022012648964,4
9121,24,2,26,0.0024002400240024004,0.00020002000200020003,0.06,0.0002774787341096424,3.3014737537660723e-06,0.0002768394681993494,0.0024777599450949966,4
33765,1,2,3,0.00010001000100010001,0.00020002000200020003,0.0,3.0215386421905597e-05,5.980346029432751e-07,0.00018882957686562222,0.0,2
5086,21,5,26,0.0021002100210021,0.0005000500050005,0.04710144927536232,0.0004712609731617222,3.033574764512759e-05,9.213627167966227e-05,0.0023718746549880486,5
76526,1,2,3,0.00010001000100010001,0.00020002000200020003,0.0,3.0215386421905597e-05,0.00047366220612679756,2.3841171950006953e-07,0.0,2
33764,0,2,2,0.0,0.00020002000200020003,0.0,1.735882280264563e-05,5.4322854756500245e-05,-5.780601347545482e-20,0.0,2
999,1,3,4,0.00010001000100010001,0.00030003000300030005,1.0,2.4227305039160567e-05,3.4445462654980684e-08,1.3731984637987161e-08,0.0,3
1859,1,3,4,0.00010001000100010001,0.00030003000300030005,1.0,2.4227305039160567e-05,3.4445462654981405e-08,1.3731984637875705e-08,0.0,3
995,7,5,12,0.0007000700070007,0.0005000500050005,0.19444444444444445,0.00014518405780854427,5.11214635564898e-05,3.6829814112054196e-06,2.1528649953133964e-05,5
1409,15,5,20,0.0015001500150015003,0.0005000500050005,0.23333333333333334,0.00019660422984690932,1.1410512824323642e-06,9.268311553229171e-05,0.0004881676908794016,5
1410,8,4,12,0.0008000800080008001,0.00040004000400040005,0.4222222222222222,0.00012792810727080395,1.4689520473401649e-06,4.428262173144116e-05,0.00019852165902721914,5
1411,3,3,6,0.00030003000300030005,0.00030003000300030005,0.0,0.00011370368152468672,8.38208851556428e-07,5.1339129543306675e-05,9.50984345119663e-05,3
993,1,4,5,0.00010001000100010001,0.00040004000400040005,0.1,2.5600984015393595e-05,5.087046898219175e-05,1.8600034741825308e-06,0.00025441320723549774,4
1407,1,2,3,0.00010001000100010001,0.00020002000200020003,0.6666666666666666,2.281585131940207e-05,2.1060970541592502e-05,2.0279956915733627e-05,1.3165765866418903e-05,3
1408,17,5,22,0.0017001700170017002,0.0005000500050005,0.047619047619047616,0.00013614056539606133,0.00011460346748796495,0.0001292553400009014,3.382026445054892e-05,5
33780,2,4,6,0.00020002000200020003,0.00040004000400040005,0.2,5.813900527198656e-05,8.471668645649437e-06,7.441974969735866e-05,0.0006338151318632563,4
67101,7,4,11,0.0007000700070007,0.00040004000400040005,0.6666666666666666,0.00012071053559242774,3.414493081158005e-07,5.058322866010326e-05,0.00017200159703907952,4
67102,6,5,11,0.0006000600060006001,0.0005000500050005,0.6666666666666666,0.00011472939813145888,3.432232642516445e-07,5.044604564860821e-05,0.00028063418464271,4
33783,1,4,5,0.00010001000100010001,0.00040004000400040005,0.3333333333333333,2.5917162925203344e-05,1.5405869003220161e-06,4.1311420621754695e-08,3.6635990064299484e-06,4
2555,42,4,46,0.0042004200420042,0.00040004000400040005,0.024154589371980676,0.0003669744764305798,0.0001345833577161617,0.00022226186771865097,0.0004921420085992085,5
